NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
541213,Tax Preparation Services,01/01/2017,31/12/9999,Accounting Services,Not in either table,"Class not in Table A, B, C, or D",Tax Preparation Services - 541213,7291
541214,Payroll Services,01/01/2017,31/12/9999,Payroll Services,Not in either table,"Class not in Table A, B, C, or D",Payroll Services - 541214,7819
541219,Other Accounting Services,01/01/2017,31/12/9999,Accounting Services,Not in either table,"Class not in Table A, B, C, or D",Other Accounting Services - 541219,8721
541310,Architectural Services,01/01/2017,31/12/9999,Architects & Engineers,Not in either table,"Class not in Table A, B, C, or D",Architectural Services - 541310,8712
541320,Landscape Architectural Services,01/01/2017,31/12/9999,Architects & Engineers,Not in either table,"Class not in Table A, B, C, or D",Landscape Architectural Services - 541320,0781
541330,Engineering Services,01/01/2017,31/12/9999,Architects & Engineers,Not in either table,"Class not in Table A, B, C, or D",Engineering Services - 541330,8711
541340,Drafting Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Drafting Services - 541340,7389
541350,Building Inspection Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Building Inspection Services - 541350,7389
541360,Geophysical Surveying and Mapping Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Geophysical Surveying and Mapping Services - 541360,1081
541370,Surveying and Mapping (except Geophysical) Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Surveying and Mapping (except Geophysical) Services - 541370,7389
541380,Testing Laboratories and Services,01/01/2022,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Testing Laboratories and Services - 541380,8734
541410,Interior Design Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Interior Design Services - 541410,7389
541420,Industrial Design Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Industrial Design Services - 541420,7389
541430,Graphic Design Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Graphic Design Services - 541430,7336
541490,Other Specialized Design Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Other Specialized Design Services - 541490,7389
541511,Custom Computer Programming Services,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Custom Computer Programming Services - 541511,7371
541512,Computer Systems Design Services,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Computer Systems Design Services - 541512,7373
541513,Computer Facilities Management Services,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Computer Facilities Management Services - 541513,7376
541519,Other Computer Related Services,01/01/2017,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Other Computer Related Services - 541519,7379
541611,Administrative Management and General Management Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Administrative Management and General Management Consulting Services - 541611,8742
541612,Human Resources Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Human Resources Consulting Services - 541612,7361
541613,Marketing Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Marketing Consulting Services - 541613,8742
541614,"Process, Physical Distribution, and Logistics Consulting Services",01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D","Process, Physical Distribution, and Logistics Consulting Services - 541614",4731
541618,Other Management Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Other Management Consulting Services - 541618,8748
541620,Environmental Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Environmental Consulting Services - 541620,8999
541690,Other Scientific and Technical Consulting Services,01/01/2017,31/12/9999,Consulting,Not in either table,"Class not in Table A, B, C, or D",Other Scientific and Technical Consulting Services - 541690,0781
541713,Research and Development in Nanotechnology,01/01/2017,31/12/9999,Research & Development,Not in either table,"Class not in Table A, B, C, or D",Research and Development in Nanotechnology - 541713,3721
541714,Research and Development in Biotechnology (except Nanobiotechnology),01/01/2017,31/12/9999,Research & Development,Not in either table,"Class not in Table A, B, C, or D",Research and Development in Biotechnology (except Nanobiotechnology) - 541714,8731
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",01/01/2017,31/12/9999,Research & Development,Not in either table,"Class not in Table A, B, C, or D","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) - 541715",8731
541720,Research and Development in the Social Sciences and Humanities,01/01/2017,31/12/9999,Research & Development,Not in either table,"Class not in Table A, B, C, or D",Research and Development in the Social Sciences and Humanities - 541720,8732
541810,Advertising Agencies,01/01/2017,31/12/9999,Advertising,Not in either table,"Class not in Table A, B, C, or D",Advertising Agencies - 541810,7311
541820,Public Relations Agencies,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Public Relations Agencies - 541820,8743
541830,Media Buying Agencies,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Media Buying Agencies - 541830,7319
541840,Media Representatives,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Media Representatives - 541840,7313
541850,Indoor and Outdoor Display Advertising,01/01/2022,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Indoor and Outdoor Display Advertising - 541850,7312
541860,Direct Mail Advertising,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Direct Mail Advertising - 541860,7331
541870,Advertising Material Distribution Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Advertising Material Distribution Services - 541870,7319
541890,Other Services Related to Advertising,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Services Related to Advertising - 541890,5199
541910,Marketing Research and Public Opinion Polling,01/01/2017,31/12/9999,Professional,Not in either table,Table A,Marketing Research and Public Opinion Polling - 541910,8732
541921,"Photography Studios, Portrait",01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D","Photography Studios, Portrait - 541921",7221
541922,Commercial Photography,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Commercial Photography - 541922,7335
541930,Translation and Interpretation Services,01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D",Translation and Interpretation Services - 541930,7389
541940,Veterinary Services,01/01/2017,31/12/9999,Veterinary,Not in either table,"Class not in Table A, B, C, or D",Veterinary Services - 541940,0741
541990,"All Other Professional, Scientific, and Technical Services",01/01/2017,31/12/9999,Professional,Not in either table,"Class not in Table A, B, C, or D","All Other Professional, Scientific, and Technical Services - 541990",4499
551111,Offices of Bank Holding Companies,01/01/2017,31/12/9999,Management Services,Not in either table,"Class not in Table A, B, C, or D",Offices of Bank Holding Companies - 551111,6712
551112,Offices of Other Holding Companies,01/01/2017,31/12/9999,Management Services,Not in either table,"Class not in Table A, B, C, or D",Offices of Other Holding Companies - 551112,6719
551114,"Corporate, Subsidiary, and Regional Managing Offices",01/01/2017,31/12/9999,Management Services,Not in either table,"Class not in Table A, B, C, or D","Corporate, Subsidiary, and Regional Managing Offices - 551114",No SIC available
561110,Office Administrative Services,01/01/2017,31/12/9999,Management Services,Not in either table,"Class not in Table A, B, C, or D",Office Administrative Services - 561110,8741
561210,Facilities Support Services,01/01/2017,31/12/9999,Management Services,Not in either table,"Class not in Table A, B, C, or D",Facilities Support Services - 561210,8744
561311,Employment Placement Agencies,01/01/2017,31/12/9999,Staffing (excluding PEOs),Table B Class of Business,"Class not in Table A, B, C, or D",Employment Placement Agencies - 561311,7299
561312,Executive Search Services,01/01/2017,31/12/9999,Staffing (excluding PEOs),Table B Class of Business,"Class not in Table A, B, C, or D",Executive Search Services - 561312,7361
561320,Temporary Help Services,01/01/2017,31/12/9999,Staffing (excluding PEOs),Table B Class of Business,"Class not in Table A, B, C, or D",Temporary Help Services - 561320,7363
561330,Professional Employer Organizations,01/01/2017,31/12/9999,Professional Employer Organisation,Table B Class of Business,"Class not in Table A, B, C, or D",Professional Employer Organizations - 561330,7363
561410,Document Preparation Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Document Preparation Services - 561410,7338
561421,Telephone Answering Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Telephone Answering Services - 561421,7389
561422,Telemarketing Bureaus and Other Contact Centers,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Telemarketing Bureaus and Other Contact Centers - 561422,7389
561431,Private Mail Centers,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Private Mail Centers - 561431,7389
561439,Other Business Service Centers (including Copy Shops),01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Business Service Centers (including Copy Shops) - 561439,7334
561440,Collection Agencies,01/01/2017,31/12/9999,Collection Agencies,Not in either table,"Class not in Table A, B, C, or D",Collection Agencies - 561440,7322
561450,Credit Bureaus,01/01/2017,31/12/9999,Other Financial,Table A Class of Business,Table C,Credit Bureaus - 561450,7323
561491,Repossession Services,01/01/2017,31/12/9999,Collection Agencies,Not in either table,"Class not in Table A, B, C, or D",Repossession Services - 561491,7389
561492,Court Reporting and Stenotype Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Court Reporting and Stenotype Services - 561492,7338
561499,All Other Business Support Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",All Other Business Support Services - 561499,7389
561510,Travel Agencies,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Travel Agencies - 561510,4724
561520,Tour Operators,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Tour Operators - 561520,4725
561591,Convention and Visitors Bureaus,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Convention and Visitors Bureaus - 561591,7389
561599,All Other Travel Arrangement and Reservation Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",All Other Travel Arrangement and Reservation Services - 561599,4729
561611,Investigation and Personal Background Check Services,01/01/2022,31/12/9999,Security,Not in either table,"Class not in Table A, B, C, or D",Investigation and Personal Background Check Services - 561611,7381
561612,Security Guards and Patrol Services,01/01/2017,31/12/9999,Security,Not in either table,"Class not in Table A, B, C, or D",Security Guards and Patrol Services - 561612,7381
561613,Armored Car Services,01/01/2017,31/12/9999,Security,Not in either table,"Class not in Table A, B, C, or D",Armored Car Services - 561613,7381
561621,Security Systems Services (except Locksmiths),01/01/2017,31/12/9999,Security,Not in either table,"Class not in Table A, B, C, or D",Security Systems Services (except Locksmiths) - 561621,7382
561622,Locksmiths,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Locksmiths - 561622,7699
561710,Exterminating and Pest Control Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Exterminating and Pest Control Services - 561710,4959
561720,Janitorial Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Janitorial Services - 561720,4581
561730,Landscaping Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Landscaping Services - 561730,0782
561740,Carpet and Upholstery Cleaning Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Carpet and Upholstery Cleaning Services - 561740,7217
561790,Other Services to Buildings and Dwellings,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Services to Buildings and Dwellings - 561790,1799
561910,Packaging and Labeling Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Packaging and Labeling Services - 561910,7389
561920,Convention and Trade Show Organizers,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Convention and Trade Show Organizers - 561920,7389
561990,All Other Support Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",All Other Support Services - 561990,7299
562111,Solid Waste Collection,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Solid Waste Collection - 562111,4212
562112,Hazardous Waste Collection,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Hazardous Waste Collection - 562112,4212
562119,Other Waste Collection,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Waste Collection - 562119,4212
562211,Hazardous Waste Treatment and Disposal,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Hazardous Waste Treatment and Disposal - 562211,4953
562212,Solid Waste Landfill,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Solid Waste Landfill - 562212,4953
562213,Solid Waste Combustors and Incinerators,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Solid Waste Combustors and Incinerators - 562213,4953
562219,Other Nonhazardous Waste Treatment and Disposal,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Nonhazardous Waste Treatment and Disposal - 562219,4953
562910,Remediation Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Remediation Services - 562910,1799
562920,Materials Recovery Facilities,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Materials Recovery Facilities - 562920,4953
562991,Septic Tank and Related Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Septic Tank and Related Services - 562991,7359
562998,All Other Miscellaneous Waste Management Services,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Waste Management Services - 562998,4959
611110,Elementary and Secondary Schools,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Elementary and Secondary Schools - 611110,8211
611210,Junior Colleges,01/01/2017,31/12/9999,Education,Not in either table,Table C,Junior Colleges - 611210,8222
611310,"Colleges, Universities, and Professional Schools",01/01/2017,31/12/9999,Education,Not in either table,Table C,"Colleges, Universities, and Professional Schools - 611310",8221
611410,Business and Secretarial Schools,01/01/2017,31/12/9999,Education,Not in either table,Table C,Business and Secretarial Schools - 611410,8244
611420,Computer Training,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Computer Training - 611420,8243
611430,Professional and Management Development Training,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Professional and Management Development Training - 611430,8299
611511,Cosmetology and Barber Schools,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Cosmetology and Barber Schools - 611511,7231
611512,Flight Training,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Flight Training - 611512,8249
611513,Apprenticeship Training,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Apprenticeship Training - 611513,8249
611519,Other Technical and Trade Schools,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Other Technical and Trade Schools - 611519,8243
611610,Fine Arts Schools,01/01/2017,31/12/9999,Education,Not in either table,Table C,Fine Arts Schools - 611610,7911
611620,Sports and Recreation Instruction,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Sports and Recreation Instruction - 611620,7999
611630,Language Schools,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Language Schools - 611630,8299
611691,Exam Preparation and Tutoring,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Exam Preparation and Tutoring - 611691,8299
611692,Automobile Driving Schools,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Automobile Driving Schools - 611692,8299
611699,All Other Miscellaneous Schools and Instruction,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Schools and Instruction - 611699,7999
611710,Educational Support Services,01/01/2017,31/12/9999,Education,Not in either table,"Class not in Table A, B, C, or D",Educational Support Services - 611710,8299
621111,Offices of Physicians (except Mental Health Specialists),01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Physicians (except Mental Health Specialists) - 621111,8011
621112,"Offices of Physicians, Mental Health Specialists",01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,"Offices of Physicians, Mental Health Specialists - 621112",8011
621210,Offices of Dentists,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Dentists - 621210,8021
621310,Offices of Chiropractors,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Chiropractors - 621310,8041
621320,Offices of Optometrists,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Optometrists - 621320,8042
621330,Offices of Mental Health Practitioners (except Physicians),01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Mental Health Practitioners (except Physicians) - 621330,8049
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,"Offices of Physical, Occupational and Speech Therapists, and Audiologists - 621340",8049
621391,Offices of Podiatrists,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of Podiatrists - 621391,8043
621399,Offices of All Other Miscellaneous Health Practitioners,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Offices of All Other Miscellaneous Health Practitioners - 621399,8049
621410,Family Planning Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Family Planning Centers - 621410,8093
621420,Outpatient Mental Health and Substance Abuse Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Outpatient Mental Health and Substance Abuse Centers - 621420,8093
621491,HMO Medical Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,HMO Medical Centers - 621491,8011
621492,Kidney Dialysis Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Kidney Dialysis Centers - 621492,8092
621493,Freestanding Ambulatory Surgical and Emergency Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Freestanding Ambulatory Surgical and Emergency Centers - 621493,8011
621498,All Other Outpatient Care Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,All Other Outpatient Care Centers - 621498,8093
621511,Medical Laboratories,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Medical Laboratories - 621511,8071
621512,Diagnostic Imaging Centers,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Diagnostic Imaging Centers - 621512,8071
621610,Home Health Care Services,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Home Health Care Services - 621610,8082
621910,Ambulance Services,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Ambulance Services - 621910,4119
621991,Blood and Organ Banks,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Blood and Organ Banks - 621991,8099
621999,All Other Miscellaneous Ambulatory Health Care Services,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,All Other Miscellaneous Ambulatory Health Care Services - 621999,8099
622110,General Medical and Surgical Hospitals,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,General Medical and Surgical Hospitals - 622110,8062
622210,Psychiatric and Substance Abuse Hospitals,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Psychiatric and Substance Abuse Hospitals - 622210,8063
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,01/01/2017,31/12/9999,Healthcare,Table A Class of Business,Table A,Specialty (except Psychiatric and Substance Abuse) Hospitals - 622310,8069
623110,Nursing Care Facilities (Skilled Nursing Facilities),01/01/2017,31/12/9999,Nursing Homes,Table A Class of Business,Table A,Nursing Care Facilities (Skilled Nursing Facilities) - 623110,8051
623210,Residential Intellectual and Developmental Disability Facilities,01/01/2017,31/12/9999,Nursing Homes,Table A Class of Business,Table A,Residential Intellectual and Developmental Disability Facilities - 623210,8051
623220,Residential Mental Health and Substance Abuse Facilities,01/01/2017,31/12/9999,Nursing Homes,Table A Class of Business,Table A,Residential Mental Health and Substance Abuse Facilities - 623220,8361
623311,Continuing Care Retirement Communities,01/01/2017,31/12/9999,Assisted Living,Table A Class of Business,Table A,Continuing Care Retirement Communities - 623311,8051
623312,Assisted Living Facilities for the Elderly,01/01/2017,31/12/9999,Assisted Living,Table A Class of Business,Table A,Assisted Living Facilities for the Elderly - 623312,8361
623990,Other Residential Care Facilities,01/01/2017,31/12/9999,Assisted Living,Table A Class of Business,Table A,Other Residential Care Facilities - 623990,8361
624110,Child and Youth Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Child and Youth Services - 624110,8322
624120,Services for the Elderly and Persons with Disabilities,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Services for the Elderly and Persons with Disabilities - 624120,8322
624190,Other Individual and Family Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Other Individual and Family Services - 624190,8322
624210,Community Food Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Community Food Services - 624210,8322
624221,Temporary Shelters,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Temporary Shelters - 624221,8322
624229,Other Community Housing Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Other Community Housing Services - 624229,8322
624230,Emergency and Other Relief Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Emergency and Other Relief Services - 624230,8322
624310,Vocational Rehabilitation Services,01/01/2017,31/12/9999,Social Services,Not in either table,Table A,Vocational Rehabilitation Services - 624310,8331
624410,Child Care Services,01/01/2022,31/12/9999,Social Services,Not in either table,Table A,Child Care Services - 624410,8351
711110,Theater Companies and Dinner Theaters,01/01/2017,31/12/9999,Leisure,Table B Class of Business,Table C,Theater Companies and Dinner Theaters - 711110,5812
711120,Dance Companies,01/01/2017,31/12/9999,Leisure,Table B Class of Business,Table C,Dance Companies - 711120,7922
711130,Musical Groups and Artists,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Musical Groups and Artists - 711130,7929
711190,Other Performing Arts Companies,01/01/2017,31/12/9999,Leisure,Table B Class of Business,Table C,Other Performing Arts Companies - 711190,7929
711211,Sports Teams and Clubs,01/01/2017,31/12/9999,Leisure,Table B Class of Business,Table C,Sports Teams and Clubs - 711211,7941
711212,Racetracks,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Racetracks - 711212,7948
711219,Other Spectator Sports,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Other Spectator Sports - 711219,7948
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,"Promoters of Performing Arts, Sports, and Similar Events with Facilities - 711310",6512
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,"Promoters of Performing Arts, Sports, and Similar Events without Facilities - 711320",7389
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures - 711410",7389
711510,"Independent Artists, Writers, and Performers",01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,"Independent Artists, Writers, and Performers - 711510",7383
712110,Museums,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Museums - 712110,8412
712120,Historical Sites,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Historical Sites - 712120,8412
712130,Zoos and Botanical Gardens,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Zoos and Botanical Gardens - 712130,8422
712190,Nature Parks and Other Similar Institutions,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Nature Parks and Other Similar Institutions - 712190,7999
713110,Amusement and Theme Parks,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Amusement and Theme Parks - 713110,7996
713120,Amusement Arcades,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Amusement Arcades - 713120,7993
713210,Casinos (except Casino Hotels),01/01/2017,31/12/9999,Casinos,Not in either table,Table C,Casinos (except Casino Hotels) - 713210,7999
713290,Other Gambling Industries,01/01/2017,31/12/9999,Casinos,Not in either table,Table C,Other Gambling Industries - 713290,7993
713910,Golf Courses and Country Clubs,01/01/2017,31/12/9999,Golf Club or Country Club,Not in either table,Table C,Golf Courses and Country Clubs - 713910,7992
713920,Skiing Facilities,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Skiing Facilities - 713920,7999
713930,Marinas,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Marinas - 713930,4493
713940,Fitness and Recreational Sports Centers,01/01/2017,31/12/9999,Health Club,Not in either table,Table A,Fitness and Recreational Sports Centers - 713940,7991
713950,Bowling Centers,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Bowling Centers - 713950,7933
713990,All Other Amusement and Recreation Industries,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",All Other Amusement and Recreation Industries - 713990,7911
721110,Hotels (except Casino Hotels) and Motels,01/01/2017,31/12/9999,Hotel,Not in either table,Table A,Hotels (except Casino Hotels) and Motels - 721110,7011
721120,Casino Hotels,01/01/2017,31/12/9999,Casinos,Not in either table,Table C,Casino Hotels - 721120,7011
721191,Bed-and-Breakfast Inns,01/01/2017,31/12/9999,Hotel,Not in either table,Table A,Bed-and-Breakfast Inns - 721191,7011
721199,All Other Traveler Accommodation,01/01/2017,31/12/9999,Hotel,Not in either table,Table A,All Other Traveler Accommodation - 721199,7011
721211,RV (Recreational Vehicle) Parks and Campgrounds,01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",RV (Recreational Vehicle) Parks and Campgrounds - 721211,7033
721214,Recreational and Vacation Camps (except Campgrounds),01/01/2017,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Recreational and Vacation Camps (except Campgrounds) - 721214,7032
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",01/01/2017,31/12/9999,Hotel,Not in either table,Table A,"Rooming and Boarding Houses, Dormitories, and Workers' Camps - 721310",7021
722310,Food Service Contractors,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Food Service Contractors - 722310,4789
722320,Caterers,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Caterers - 722320,5812
722330,Mobile Food Services,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Mobile Food Services - 722330,5963
722410,Drinking Places (Alcoholic Beverages),01/01/2017,31/12/9999,Other Club,Not in either table,Table A,Drinking Places (Alcoholic Beverages) - 722410,5813
722511,Full-Service Restaurants,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Full-Service Restaurants - 722511,5812
722513,Limited-Service Restaurants,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Limited-Service Restaurants - 722513,5812
722514,"Cafeterias, Grill Buffets, and Buffets",01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,"Cafeterias, Grill Buffets, and Buffets - 722514",5812
722515,Snack and Nonalcoholic Beverage Bars,01/01/2017,31/12/9999,Restaurant (Non Franchise),Not in either table,Table A,Snack and Nonalcoholic Beverage Bars - 722515,5461
