Risk Zip,Risk City,Risk State,Risk State Full Name,County
18651,LARKSVILLE,PA,PENNSYLVANIA,Luzerne County
18635,NESCOPECK,PA,PENNSYLVANIA,Luzerne County
18641,PITTSTON,PA,PENNSYLVANIA,Luzerne County
18705,PLAINS,PA,PENNSYLVANIA,Luzerne County
18656,SWEET VALLEY,PA,PENNSYLVANIA,Luzerne County
18202,WEST HAZLETON,PA,PENNSYLVANIA,Luzerne County
18703,WILKES BARRE,PA,PENNSYLVANIA,Luzerne County
18705,WILKES BARRE,PA,PENNSYLVANIA,Luzerne County
18707,WILKES BARRE,PA,PENNSYLVANIA,Luzerne County
18766,WILKES BARRE,PA,PENNSYLVANIA,Luzerne County
17720,ANTES FORT,PA,PENNSYLVANIA,Lycoming County
17702,ARMSTRONG,PA,PENNSYLVANIA,Lycoming County
17702,BASTRESS,PA,PENNSYLVANIA,Lycoming County
17722,BODINES,PA,PENNSYLVANIA,Lycoming County
17776,CARSONTOWN,PA,PENNSYLVANIA,Lycoming County
17728,HEPBURN HTS,PA,PENNSYLVANIA,Lycoming County
17739,JERSEY MILLS,PA,PENNSYLVANIA,Lycoming County
17728,LYCOMING,PA,PENNSYLVANIA,Lycoming County
17701,NEWBERRY,PA,PENNSYLVANIA,Lycoming County
17762,PICTURE ROCKS,PA,PENNSYLVANIA,Lycoming County
17744,PINE RUN,PA,PENNSYLVANIA,Lycoming County
17740,RAUCHTOWN,PA,PENNSYLVANIA,Lycoming County
17702,SOUTH WILLIAMSPORT,PA,PENNSYLVANIA,Lycoming County
17701,TOWNCREST VLG,PA,PENNSYLVANIA,Lycoming County
16729,DUKE CENTER,PA,PENNSYLVANIA,McKean County
16733,HAZEL HURST,PA,PENNSYLVANIA,McKean County
16745,RIXFORD,PA,PENNSYLVANIA,McKean County
16750,TURTLEPOINT,PA,PENNSYLVANIA,McKean County
16148,SHARON,PA,PENNSYLVANIA,Mercer County
17841,ALFARATA,PA,PENNSYLVANIA,Mifflin County
17051,ATKINSONS MLS,PA,PENNSYLVANIA,Mifflin County
17009,BURNHAM,PA,PENNSYLVANIA,Mifflin County
17044,KLONDYKE,PA,PENNSYLVANIA,Mifflin County
17044,MAITLAND,PA,PENNSYLVANIA,Mifflin County
17054,MATTAWANA,PA,PENNSYLVANIA,Mifflin County
17841,MCCLURE,PA,PENNSYLVANIA,Mifflin County
17051,MCVEYTOWN,PA,PENNSYLVANIA,Mifflin County
17084,SHRADERS,PA,PENNSYLVANIA,Mifflin County
18301,EAST STROUDSBURG,PA,PENNSYLVANIA,Monroe County
18347,POCONO LAKE,PA,PENNSYLVANIA,Monroe County
18349,POCONO MANOR,PA,PENNSYLVANIA,Monroe County
18372,TANNERSVILLE,PA,PENNSYLVANIA,Monroe County
19405,BRIDGEPORT,PA,PENNSYLVANIA,Montgomery County
19009,BRYN ATHYN,PA,PENNSYLVANIA,Montgomery County
19423,CEDARS,PA,PENNSYLVANIA,Montgomery County
19429,CONSHOHOCKEN,PA,PENNSYLVANIA,Montgomery County
19430,CREAMERY,PA,PENNSYLVANIA,Montgomery County
19415,EAGLEVILLE,PA,PENNSYLVANIA,Montgomery County
18041,EAST GREENVILLE,PA,PENNSYLVANIA,Montgomery County
19035,GLADWYNE,PA,PENNSYLVANIA,Montgomery County
19403,JEFFERSONVILLE,PA,PENNSYLVANIA,Montgomery County
19444,LAFAYETTE HILL,PA,PENNSYLVANIA,Montgomery County
19027,LAMOTT,PA,PENNSYLVANIA,Montgomery County
19446,LANSDALE,PA,PENNSYLVANIA,Montgomery County
19450,LEDERACH,PA,PENNSYLVANIA,Montgomery County
19066,MERION PARK,PA,PENNSYLVANIA,Montgomery County
19066,MERION STA,PA,PENNSYLVANIA,Montgomery County
19403,NORRISTOWN,PA,PENNSYLVANIA,Montgomery County
19072,PENN VALLEY,PA,PENNSYLVANIA,Montgomery County
19096,PENN WYNNE,PA,PENNSYLVANIA,Montgomery County
19462,PLYMOUTH,PA,PENNSYLVANIA,Montgomery County
19001,ROSLYN,PA,PENNSYLVANIA,Montgomery County
19477,SPRINGHOUSE,PA,PENNSYLVANIA,Montgomery County
19486,WEST POINT,PA,PENNSYLVANIA,Montgomery County
18979,WOXALL,PA,PENNSYLVANIA,Montgomery County
17821,DEIBLERS,PA,PENNSYLVANIA,Montour County
17821,GROVANIA,PA,PENNSYLVANIA,Montour County
17821,RIDGEVILLE,PA,PENNSYLVANIA,Montour County
17821,RUSHTOWN,PA,PENNSYLVANIA,Montour County
18050,BANGOR,PA,PENNSYLVANIA,Northampton County
18017,BUTZTOWN,PA,PENNSYLVANIA,Northampton County
18042,EASTON,PA,PENNSYLVANIA,Northampton County
18044,EASTON,PA,PENNSYLVANIA,Northampton County
18040,FORKS TOWNSHIP,PA,PENNSYLVANIA,Northampton County
18015,FOUNTAIN HILL,PA,PENNSYLVANIA,Northampton County
18017,FREEMANSBURG,PA,PENNSYLVANIA,Northampton County
18091,WIND GAP,PA,PENNSYLVANIA,Northampton County
17801,AUGUSTAVILLE,PA,PENNSYLVANIA,Northumberland County
17824,FISHERDALE,PA,PENNSYLVANIA,Northumberland County
17836,LECK KILL,PA,PENNSYLVANIA,Northumberland County
17836,LECKKILL,PA,PENNSYLVANIA,Northumberland County
17851,MERRIAN,PA,PENNSYLVANIA,Northumberland County
17872,SHAMOKIN,PA,PENNSYLVANIA,Northumberland County
17877,SNYDERTOWN,PA,PENNSYLVANIA,Northumberland County
17868,WOLVERTON,PA,PENNSYLVANIA,Northumberland County
17047,ANDERSONBURG,PA,PENNSYLVANIA,Perry County
17074,EAST NEWPORT,PA,PENNSYLVANIA,Perry County
17024,GREENPARK,PA,PENNSYLVANIA,Perry County
17053,MARYSVILLE,PA,PENNSYLVANIA,Perry County
17069,NEW BUFFALO,PA,PENNSYLVANIA,Perry County
17074,NEWPRT,PA,PENNSYLVANIA,Perry County
17074,NWPRT,PA,PENNSYLVANIA,Perry County
17074,WALNUT GROVE,PA,PENNSYLVANIA,Perry County
19093,FRANKLIN CENTER,PA,PENNSYLVANIA,Philadelphia County
19102,MIDDLE CITY EAST,PA,PENNSYLVANIA,Philadelphia County
19108,PHILA,PA,PENNSYLVANIA,Philadelphia County
19116,PHILA,PA,PENNSYLVANIA,Philadelphia County
19144,PHILA,PA,PENNSYLVANIA,Philadelphia County
19148,PHILA,PA,PENNSYLVANIA,Philadelphia County
19153,PHILA,PA,PENNSYLVANIA,Philadelphia County
19183,PHILA,PA,PENNSYLVANIA,Philadelphia County
19188,PHILA,PA,PENNSYLVANIA,Philadelphia County
19194,PHILA,PA,PENNSYLVANIA,Philadelphia County
19196,PHILA,PA,PENNSYLVANIA,Philadelphia County
19197,PHILA,PA,PENNSYLVANIA,Philadelphia County
19120,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19122,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19127,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19138,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19179,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19181,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
19183,PHILADELPHIA,PA,PENNSYLVANIA,Philadelphia County
16923,ELEVEN MILE,PA,PENNSYLVANIA,Potter County
16923,ELLISBURG,PA,PENNSYLVANIA,Potter County
16923,KEECH,PA,PENNSYLVANIA,Potter County
16915,OSWAYO,PA,PENNSYLVANIA,Potter County
16927,WESTFIELD,PA,PENNSYLVANIA,Potter County
17921,ASHLAND,PA,PENNSYLVANIA,Schuylkill County
17922,AUBURN,PA,PENNSYLVANIA,Schuylkill County
17930,CUMBOLA,PA,PENNSYLVANIA,Schuylkill County
17933,FRIEDENSBURG,PA,PENNSYLVANIA,Schuylkill County
17901,GREENBURY,PA,PENNSYLVANIA,Schuylkill County
17941,HEPLER,PA,PENNSYLVANIA,Schuylkill County
17948,HILLS TERRACE,PA,PENNSYLVANIA,Schuylkill County
17983,HUBLEY,PA,PENNSYLVANIA,Schuylkill County
17942,LANDINGVILLE,PA,PENNSYLVANIA,Schuylkill County
17960,LEIBEYVILLE,PA,PENNSYLVANIA,Schuylkill County
17945,LOCUSTDALE,PA,PENNSYLVANIA,Schuylkill County
17946,LOST CREEK,PA,PENNSYLVANIA,Schuylkill County
17921,MABLE,PA,PENNSYLVANIA,Schuylkill County
17976,MAHANOY,PA,PENNSYLVANIA,Schuylkill County
17948,MAHANOY CY,PA,PENNSYLVANIA,Schuylkill County
17948,MOREA COLLIERY,PA,PENNSYLVANIA,Schuylkill County
18241,NUREMBERG,PA,PENNSYLVANIA,Schuylkill County
17963,ROEDERSVILLE,PA,PENNSYLVANIA,Schuylkill County
17972,SCHUYLKILL HAVEN,PA,PENNSYLVANIA,Schuylkill County
17976,SHENANDOAH JUNCTION,PA,PENNSYLVANIA,Schuylkill County
17963,STANHOPE,PA,PENNSYLVANIA,Schuylkill County
18252,TAMAQUA,PA,PENNSYLVANIA,Schuylkill County
17812,BEAVER SPRINGS,PA,PENNSYLVANIA,Snyder County
17843,BEAVER SPRINGS,PA,PENNSYLVANIA,Snyder County
17833,KREAMER,PA,PENNSYLVANIA,Snyder County
17853,MT PLSNT MILLS,PA,PENNSYLVANIA,Snyder County
17862,PENNS CREEK,PA,PENNSYLVANIA,Snyder County
17870,SELINSGROVE,PA,PENNSYLVANIA,Snyder County
15924,CAIRNBROOK,PA,PENNSYLVANIA,Somerset County
15928,DAVIDSVILLE,PA,PENNSYLVANIA,Somerset County
15542,GARRETT,PA,PENNSYLVANIA,Somerset County
15935,HOLLSOPPLE,PA,PENNSYLVANIA,Somerset County
15953,SEANOR,PA,PENNSYLVANIA,Somerset County
17758,DAVIDSON,PA,PENNSYLVANIA,Sullivan County
17758,N MOUNTAIN,PA,PENNSYLVANIA,Sullivan County
17758,SONESTOWN,PA,PENNSYLVANIA,Sullivan County
18816,DIMOCK,PA,PENNSYLVANIA,Susquehanna County
18825,JACKSON,PA,PENNSYLVANIA,Susquehanna County
16933,CANOE CAMP,PA,PENNSYLVANIA,Tioga County
16943,CATHEAD,PA,PENNSYLVANIA,Tioga County
16901,CHARLESTON,PA,PENNSYLVANIA,Tioga County
16932,MAINESBURG,PA,PENNSYLVANIA,Tioga County
16921,MARSHLANDS,PA,PENNSYLVANIA,Tioga County
16930,SEBRING,PA,PENNSYLVANIA,Tioga County
16901,SHIPPEN,PA,PENNSYLVANIA,Tioga County
16921,WATROUS,PA,PENNSYLVANIA,Tioga County
16950,WESTFIELD,PA,PENNSYLVANIA,Tioga County
17835,LAURELTON,PA,PENNSYLVANIA,Union County
17837,MAZEPPA,PA,PENNSYLVANIA,Union County
17886,NEW COLUMBIA,PA,PENNSYLVANIA,Union County
17887,WHITE DEER,PA,PENNSYLVANIA,Union County
16341,PLEASANTVILLE,PA,PENNSYLVANIA,Venango County
16402,BEAR LAKE,PA,PENNSYLVANIA,Warren County
16405,COLUMBUS,PA,PENNSYLVANIA,Warren County
16369,CROSSING POINTE,PA,PENNSYLVANIA,Warren County
16368,IRVINE,PA,PENNSYLVANIA,Warren County
16350,SUGARGROVE,PA,PENNSYLVANIA,Warren County
16369,WARREN,PA,PENNSYLVANIA,Warren County
15067,COURTNEY,PA,PENNSYLVANIA,Washington County
15432,DUNLEVY,PA,PENNSYLVANIA,Washington County
15345,MARIANNA,PA,PENNSYLVANIA,Washington County
15057,MCDONALD,PA,PENNSYLVANIA,Washington County
15312,REA,PA,PENNSYLVANIA,Washington County
15365,TAYLORSTOWN,PA,PENNSYLVANIA,Washington County
18401,ALDENVILLE,PA,PENNSYLVANIA,Wayne County
18405,BEACH LAKE,PA,PENNSYLVANIA,Wayne County
18437,LAKE COMO,PA,PENNSYLVANIA,Wayne County
18439,LAKEWOOD,PA,PENNSYLVANIA,Wayne County
18459,SOUTH CANAAN,PA,PENNSYLVANIA,Wayne County
15069,ALCOA CENTER,PA,PENNSYLVANIA,Westmoreland County
15616,ARMBRUST,PA,PENNSYLVANIA,Westmoreland County
15068,ARNOLD,PA,PENNSYLVANIA,Westmoreland County
15954,CRAMER,PA,PENNSYLVANIA,Westmoreland County
15626,DELMONT,PA,PENNSYLVANIA,Westmoreland County
15636,HARRISON CITY,PA,PENNSYLVANIA,Westmoreland County
15640,HUTCHINSON,PA,PENNSYLVANIA,Westmoreland County
15650,LATROBE,PA,PENNSYLVANIA,Westmoreland County
15062,MONESSEN,PA,PENNSYLVANIA,Westmoreland County
15068,PARNASSUS,PA,PENNSYLVANIA,Westmoreland County
15676,PLEASANT UNITY,PA,PENNSYLVANIA,Westmoreland County
15479,SMITHTON,PA,PENNSYLVANIA,Westmoreland County
15087,WEBSTER,PA,PENNSYLVANIA,Westmoreland County
15692,WESTMORELAND CITY,PA,PENNSYLVANIA,Westmoreland County
15658,WILPEN,PA,PENNSYLVANIA,Westmoreland County
15697,YOUNGWOOD,PA,PENNSYLVANIA,Westmoreland County
18419,FACTORYVILLE,PA,PENNSYLVANIA,Wyoming County
18636,NOXEN,PA,PENNSYLVANIA,Wyoming County
18657,TUNKHANNOCK,PA,PENNSYLVANIA,Wyoming County
17366,BITTERSVILLE,PA,PENNSYLVANIA,York County
17315,DAVIDSBURG,PA,PENNSYLVANIA,York County
17317,EAST PROSPECT,PA,PENNSYLVANIA,York County
17331,EDGEGROVE,PA,PENNSYLVANIA,York County
17321,FAWN GROVE,PA,PENNSYLVANIA,York County
17323,FRANKLINTOWN,PA,PENNSYLVANIA,York County
17331,GREEN SPRINGS,PA,PENNSYLVANIA,York County
17319,NEWBERRYTOWN,PA,PENNSYLVANIA,York County
17331,PARK HEIGHTS,PA,PENNSYLVANIA,York County
17331,PARK HILLS,PA,PENNSYLVANIA,York County
17355,RAILROAD,PA,PENNSYLVANIA,York County
17362,SPRING GROVE,PA,PENNSYLVANIA,York County
17356,SPRINGVALE,PA,PENNSYLVANIA,York County
17364,THOMASVILLE,PA,PENNSYLVANIA,York County
17314,WEST BANGOR,PA,PENNSYLVANIA,York County
17302,WOODBINE,PA,PENNSYLVANIA,York County
17402,YORKANA,PA,PENNSYLVANIA,York County
02872,PORTSMOUTH,RI,RHODE ISLAND,Bristol County
02827,COVENTRY,RI,RHODE ISLAND,Kent County
02840,NEWPORT,RI,RHODE ISLAND,Newport County
02912,BROWN UNIVERSITY,RI,RHODE ISLAND,Providence County
02826,BURRILLVILLE,RI,RHODE ISLAND,Providence County
02823,CRANSTON,RI,RHODE ISLAND,Providence County
02907,CRANSTON,RI,RHODE ISLAND,Providence County
02826,GLENDALE,RI,RHODE ISLAND,Providence County
02831,HOPE,RI,RHODE ISLAND,Providence County
02828,NARRAGANSETT,RI,RHODE ISLAND,Providence County
02904,NO PROVIDENCE,RI,RHODE ISLAND,Providence County
02904,NORTH PROVIDENCE,RI,RHODE ISLAND,Providence County
02824,NORTH SMITHFIELD,RI,RHODE ISLAND,Providence County
02909,PROVIDENCE,RI,RHODE ISLAND,Providence County
02918,PROVIDENCE COLLEGE,RI,RHODE ISLAND,Providence County
02804,ASHAWAY,RI,RHODE ISLAND,Washington County
02852,DAVISVILLE,RI,RHODE ISLAND,Washington County
02879,GREEN HILL,RI,RHODE ISLAND,Washington County
02836,KENYON,RI,RHODE ISLAND,Washington County
02879,KINGSTOWN,RI,RHODE ISLAND,Washington County
02891,MISQUAMICUT,RI,RHODE ISLAND,Washington County
02879,NEW SHOREHAM,RI,RHODE ISLAND,Washington County
02879,SAUDERSTOWN,RI,RHODE ISLAND,Washington County
02879,SOUTH KINGSTOWN,RI,RHODE ISLAND,Washington County
02892,SOUTH KINGSTOWN,RI,RHODE ISLAND,Washington County
02879,WAKEFIELD,RI,RHODE ISLAND,Washington County
02892,WEST KINGSTON,RI,RHODE ISLAND,Washington County
02808,WESTERLY,RI,RHODE ISLAND,Washington County
29639,DUE WEST,SC,SOUTH CAROLINA,Abbeville County
29805,AIKEN,SC,SOUTH CAROLINA,Aiken County
29816,BATH,SC,SOUTH CAROLINA,Aiken County
29842,BEECH ISLAND,SC,SOUTH CAROLINA,Aiken County
29834,BREEZE HILL,SC,SOUTH CAROLINA,Aiken County
29801,CHARLESTON,SC,SOUTH CAROLINA,Aiken County
29828,GLOVERVILLE,SC,SOUTH CAROLINA,Aiken County
29105,MONETTA,SC,SOUTH CAROLINA,Aiken County
29860,NORTH AUGUSTA,SC,SOUTH CAROLINA,Aiken County
29164,ROCKY SPRINGS,SC,SOUTH CAROLINA,Aiken County
29164,SEIVERN,SC,SOUTH CAROLINA,Aiken County
29827,FAIRFAX,SC,SOUTH CAROLINA,Allendale County
29849,ULMER,SC,SOUTH CAROLINA,Allendale County
29622,ANDERSON,SC,SOUTH CAROLINA,Anderson County
29812,BARNWELL,SC,SOUTH CAROLINA,Barnwell County
29902,BEAUFORT,SC,SOUTH CAROLINA,Beaufort County
29909,BERKELEY HALL PLANTATION,SC,SOUTH CAROLINA,Beaufort County
29928,BLUFFTON,SC,SOUTH CAROLINA,Beaufort County
29902,BURTON BRANCH,SC,SOUTH CAROLINA,Beaufort County
29940,COOSAW,SC,SOUTH CAROLINA,Beaufort County
29925,DAUFUSKIE ISLAND,SC,SOUTH CAROLINA,Beaufort County
29920,FROGMORE,SC,SOUTH CAROLINA,Beaufort County
29931,LOBECO,SC,SOUTH CAROLINA,Beaufort County
29915,OCEAN WALK,SC,SOUTH CAROLINA,Beaufort County
29902,PARRIS ISLAND,SC,SOUTH CAROLINA,Beaufort County
29920,SAINT HELENA ISLAND,SC,SOUTH CAROLINA,Beaufort County
29920,SHELDON,SC,SOUTH CAROLINA,Beaufort County
29492,AWENDAW,SC,SOUTH CAROLINA,Berkeley County
29492,CAINHOY,SC,SOUTH CAROLINA,Berkeley County
29410,HANAHAN,SC,SOUTH CAROLINA,Berkeley County
29461,ISLE OF PALMS,SC,SOUTH CAROLINA,Berkeley County
29456,LADSON,SC,SOUTH CAROLINA,Berkeley County
29461,MONCKS CORNER,SC,SOUTH CAROLINA,Berkeley County
29410,NORTH CHARLESTON,SC,SOUTH CAROLINA,Berkeley County
29468,PINEVILLE,SC,SOUTH CAROLINA,Berkeley County
29492,WANDO,SC,SOUTH CAROLINA,Berkeley County
29940,GEORGETOWN,SC,SOUTH CAROLINA,Beaufort County
29030,CRESTON,SC,SOUTH CAROLINA,Calhoun County
29135,FORT MOTTE,SC,SOUTH CAROLINA,Calhoun County
29030,LONE STAR,SC,SOUTH CAROLINA,Calhoun County
29403,CHARLESTON,SC,SOUTH CAROLINA,Charleston County
29412,CHARLESTON,SC,SOUTH CAROLINA,Charleston County
29416,CHARLESTON,SC,SOUTH CAROLINA,Charleston County
29414,CHAS,SC,SOUTH CAROLINA,Charleston County
29424,CHAS,SC,SOUTH CAROLINA,Charleston County
29451,DEWEES ISLAND,SC,SOUTH CAROLINA,Charleston County
29429,MT. PLEASANT,SC,SOUTH CAROLINA,Charleston County
29465,MT. PLEASANT,SC,SOUTH CAROLINA,Charleston County
29406,N CHARLESTON,SC,SOUTH CAROLINA,Charleston County
29418,N CHARLESTON,SC,SOUTH CAROLINA,Charleston County
29014,CORNWELL,SC,SOUTH CAROLINA,Chester County
29712,EDGEMOOR,SC,SOUTH CAROLINA,Chester County
29014,WOODWARD,SC,SOUTH CAROLINA,Chester County
29727,COROLLA,SC,SOUTH CAROLINA,Chesterfield County
29728,PAGELAND,SC,SOUTH CAROLINA,Chesterfield County
29102,BLOOMVILLE,SC,SOUTH CAROLINA,Clarendon County
29143,SARDINIA,SC,SOUTH CAROLINA,Clarendon County
29102,WILSON,SC,SOUTH CAROLINA,Clarendon County
29493,MT PLEASANT,SC,SOUTH CAROLINA,Colleton County
29593,SOCIETY HILL,SC,SOUTH CAROLINA,Darlington County
29542,GARDEN CITY,SC,SOUTH CAROLINA,Dillon County
29547,HAMER,SC,SOUTH CAROLINA,Dillon County
29567,LITTLE ROCK,SC,SOUTH CAROLINA,Dillon County
29485,LADSON,SC,SOUTH CAROLINA,Dorchester County
29471,REEVESVILLE,SC,SOUTH CAROLINA,Dorchester County
29477,ST GEORGE,SC,SOUTH CAROLINA,Dorchester County
29015,BLAIR,SC,SOUTH CAROLINA,Fairfield County
29180,WINNSBORO,SC,SOUTH CAROLINA,Fairfield County
29501,FLORENCE,SC,SOUTH CAROLINA,Florence County
29555,POSTON,SC,SOUTH CAROLINA,Florence County
29510,PAWLEY'S ISLAND,SC,SOUTH CAROLINA,Georgetown County
29440,PAWLEYS ISLAND,SC,SOUTH CAROLINA,Georgetown County
29636,CONESTEE,SC,SOUTH CAROLINA,Greenville County
29616,GREENVILLE,SC,SOUTH CAROLINA,Greenville County
29680,SIMPSONVILLE,SC,SOUTH CAROLINA,Greenville County
29653,HODGES,SC,SOUTH CAROLINA,Greenwood County
29692,WARE SHOALS,SC,SOUTH CAROLINA,Greenwood County
29911,BRUNSON,SC,SOUTH CAROLINA,Hampton County
29918,ESTILL,SC,SOUTH CAROLINA,Hampton County
29922,SHIRLEY,SC,SOUTH CAROLINA,Hampton County
29582,ATLANTIC BEACH,SC,SOUTH CAROLINA,Horry County
29576,GARDEN CITY,SC,SOUTH CAROLINA,Horry County
29576,GARDEN CITY BEACH,SC,SOUTH CAROLINA,Horry County
29576,MURRELLS,SC,SOUTH CAROLINA,Horry County
29576,MURRELLS INLET,SC,SOUTH CAROLINA,Horry County
29582,OCEAN DR BEACH,SC,SOUTH CAROLINA,Horry County
29582,OCEAN DRIVE BEACH,SC,SOUTH CAROLINA,Horry County
29936,GILLISONVILLE,SC,SOUTH CAROLINA,Jasper County
29020,ANTIOCH,SC,SOUTH CAROLINA,Kershaw County
29058,HEATH SPRINGS,SC,SOUTH CAROLINA,Lancaster County
29722,LANCASTER,SC,SOUTH CAROLINA,Lancaster County
29370,MOUNTVILLE,SC,SOUTH CAROLINA,Laurens County
29171,CAYCE-WEST COLUMBIA,SC,SOUTH CAROLINA,Lexington County
29036,LAKE MURRAY,SC,SOUTH CAROLINA,Lexington County
29070,LAKE MURRAY SHORES,SC,SOUTH CAROLINA,Lexington County
29072,MACEDON,SC,SOUTH CAROLINA,Lexington County
29006,SUMMERLAND,SC,SOUTH CAROLINA,Lexington County
29033,WEST COLUMBIA,SC,SOUTH CAROLINA,Lexington County
29589,RAINS,SC,SOUTH CAROLINA,Marion County
29570,MCCOLL,SC,SOUTH CAROLINA,Marlboro County
29821,CLARKS HILL,SC,SOUTH CAROLINA,McCormick County
29838,COLLIERS,SC,SOUTH CAROLINA,McCormick County
29835,WILLINGTON,SC,SOUTH CAROLINA,McCormick County
29108,NEWBERRY,SC,SOUTH CAROLINA,Newberry County
29178,WHITMIRE,SC,SOUTH CAROLINA,Newberry County
29678,SENECA,SC,SOUTH CAROLINA,Oconee County
29059,BOWYER,SC,SOUTH CAROLINA,Orangeburg County
29047,ELLOREE,SC,SOUTH CAROLINA,Orangeburg County
29115,ORANGEBURG,SC,SOUTH CAROLINA,Orangeburg County
29116,ORANGEBURG,SC,SOUTH CAROLINA,Orangeburg County
29117,ORANGEBURG,SC,SOUTH CAROLINA,Orangeburg County
29632,CLEMSON,SC,SOUTH CAROLINA,Pickens County
29634,CLEMSON,SC,SOUTH CAROLINA,Pickens County
29640,EASLEY,SC,SOUTH CAROLINA,Pickens County
29685,SUNSET,SC,SOUTH CAROLINA,Pickens County
29203,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29204,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29211,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29221,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29223,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29225,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29260,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29290,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29292,COLUMBIA,SC,SOUTH CAROLINA,Richland County
29203,CRANE FOREST,SC,SOUTH CAROLINA,Richland County
29203,HASKELL HEIGHTS,SC,SOUTH CAROLINA,Richland County
29203,KILLIAN,SC,SOUTH CAROLINA,Richland County
29203,LINCOLNSHIRE,SC,SOUTH CAROLINA,Richland County
29201,MARKET CENTER,SC,SOUTH CAROLINA,Richland County
29210,NORTH MYRTLE BEACH,SC,SOUTH CAROLINA,Richland County
29223,NORTH POINTE,SC,SOUTH CAROLINA,Richland County
29203,RIDGEWOOD,SC,SOUTH CAROLINA,Richland County
29218,S C ELECTRIC AND GAS,SC,SOUTH CAROLINA,Richland County
29138,FRUIT HILL,SC,SOUTH CAROLINA,Saluda County
29324,CLIFTON,SC,SOUTH CAROLINA,Spartanburg County
29329,CONVERSE,SC,SOUTH CAROLINA,Spartanburg County
29336,FAIRFOREST,SC,SOUTH CAROLINA,Spartanburg County
29365,LYMAN,SC,SOUTH CAROLINA,Spartanburg County
29369,MOORE,SC,SOUTH CAROLINA,Spartanburg County
29307,SPARTANBURG,SC,SOUTH CAROLINA,Spartanburg County
29062,HORATIO,SC,SOUTH CAROLINA,Sumter County
29128,SPRING HILL,SC,SOUTH CAROLINA,Sumter County
29580,NESMITH,SC,SOUTH CAROLINA,Williamsburg County
29704,CATAWBA,SC,SOUTH CAROLINA,York County
29743,FOLLY BEACH,SC,SOUTH CAROLINA,York County
29708,FT MILL,SC,SOUTH CAROLINA,York County
29710,LK WYLIE,SC,SOUTH CAROLINA,York County
29730,ROCK HILL,SC,SOUTH CAROLINA,York County
29742,SHARON,SC,SOUTH CAROLINA,York County
57383,ROBEY,SD,SOUTH DAKOTA,Aurora County
57383,WHITE LAKE,SD,SOUTH DAKOTA,Aurora County
57551,PATRICIA,SD,SOUTH DAKOTA,Bennett County
57061,LAKE SINAI,SD,SOUTH DAKOTA,Brookings County
57276,WHITE,SD,SOUTH DAKOTA,Brookings County
57474,RANDOLPH,SD,SOUTH DAKOTA,Brown County
57481,WETONKA,SD,SOUTH DAKOTA,Brown County
57760,CASTLE ROCK,SD,SOUTH DAKOTA,Butte County
57788,VALE,SD,SOUTH DAKOTA,Butte County
57646,MOUND CITY,SD,SOUTH DAKOTA,Campbell County
57271,NAPLES,SD,SOUTH DAKOTA,Clark County
57069,GREENFIELD,SD,SOUTH DAKOTA,Clay County
57235,FLORENCE,SD,SOUTH DAKOTA,Codington County
57738,FAIRBURN,SD,SOUTH DAKOTA,Custer County
57744,HAYWARD,SD,SOUTH DAKOTA,Custer County
57363,MOUNT VERNON,SD,SOUTH DAKOTA,Davison County
57274,HOLMQUIST,SD,SOUTH DAKOTA,Day County
57261,ROSLYN,SD,SOUTH DAKOTA,Day County
57226,ALTAMONT,SD,SOUTH DAKOTA,Deuel County
57652,RIDGEVIEW,SD,SOUTH DAKOTA,Dewey County
57471,GLEN,SD,SOUTH DAKOTA,Edmunds County
57735,DEWEY,SD,SOUTH DAKOTA,Fall River County
57747,HEPPNER,SD,SOUTH DAKOTA,Fall River County
57435,CRESBARD,SD,SOUTH DAKOTA,Faulk County
57438,WECOTA,SD,SOUTH DAKOTA,Faulk County
57252,MILBANK,SD,SOUTH DAKOTA,Grant County
57265,TROY,SD,SOUTH DAKOTA,Grant County
57553,BILLSBURG,SD,SOUTH DAKOTA,Haakon County
57567,HILLAND,SD,SOUTH DAKOTA,Haakon County
57552,KIRLEY,SD,SOUTH DAKOTA,Haakon County
57552,MIDLAND,SD,SOUTH DAKOTA,Haakon County
57553,MILESVILLE,SD,SOUTH DAKOTA,Haakon County
57552,OTTUMWA,SD,SOUTH DAKOTA,Haakon County
57552,STAMFORD,SD,SOUTH DAKOTA,Haakon County
57223,KONES CORNER,SD,SOUTH DAKOTA,Hamlin County
57362,MILLER,SD,SOUTH DAKOTA,Hand County
57332,CLAYTON,SD,SOUTH DAKOTA,Hanson County
57776,REDIG,SD,SOUTH DAKOTA,Harding County
