SIC Code 2ch,SIC Code 4ch,Industry Description 2ch,Industry Description 4ch,Industry Group,Industry
51,5162,Wholesale Trade - Nondurable Goods,Plastics Materials and Basic Forms and Shapes,Wholesale Trade,Finished Goods: Specialized Products
51,5169,Wholesale Trade - Nondurable Goods,"Chemicals and Allied Products, NEC",Wholesale Trade,Chemical/Pharma/Petrochem & Allied Products
51,5171,Wholesale Trade - Nondurable Goods,Petroleum Bulk stations and Terminals,Wholesale Trade,Chemical/Pharma/Petrochem & Allied Products
51,5172,Wholesale Trade - Nondurable Goods,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",Wholesale Trade,Chemical/Pharma/Petrochem & Allied Products
51,5181,Wholesale Trade - Nondurable Goods,Beer and Ale,Wholesale Trade,Consumable Goods: Alcohol & Tobacco
51,5182,Wholesale Trade - Nondurable Goods,Wine and Distilled Alcoholic Beverages,Wholesale Trade,Consumable Goods: Alcohol & Tobacco
51,5191,Wholesale Trade - Nondurable Goods,Farm Supplies,Wholesale Trade,Finished Goods: Heavy Equipment
51,5192,Wholesale Trade - Nondurable Goods,"Books, Periodicals, and Newspapers",Wholesale Trade,"Print Material, Paper/Stationery & Associated"
51,5193,Wholesale Trade - Nondurable Goods,"Flowers, Nursery Stock, and Florists' Supplies",Wholesale Trade,Finished Goods: Home Goods/Decor & Recreation
51,5194,Wholesale Trade - Nondurable Goods,Tobacco and Tobacco Products,Wholesale Trade,Consumable Goods: Alcohol & Tobacco
51,5198,Wholesale Trade - Nondurable Goods,"Paints, Varnishes, and Supplies",Wholesale Trade,Construction Materials
51,5199,Wholesale Trade - Nondurable Goods,"Nondurable Goods, NEC",Wholesale Trade,Other Goods
52,5211,"Building Matrials, Hrdwr, Garden Supply & Mobile Home Dealrs",Lumber and Other Building Materials,Retail Trade,Construction Materials
52,5231,"Building Matrials, Hrdwr, Garden Supply & Mobile Home Dealrs","Paint, Glass, and Wallpaper Stores",Retail Trade,Construction Materials
52,5251,"Building Matrials, Hrdwr, Garden Supply & Mobile Home Dealrs",Hardware Stores,Retail Trade,Construction Materials
52,5261,"Building Matrials, Hrdwr, Garden Supply & Mobile Home Dealrs",Retail Nurseries and Garden Stores,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
52,5271,"Building Matrials, Hrdwr, Garden Supply & Mobile Home Dealrs",Mobile Home Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
53,5311,General Merchandise Stores,Department Stores,Retail Trade,Trade: General Merchandise
53,5331,General Merchandise Stores,Variety Stores,Retail Trade,Trade: General Merchandise
53,5399,General Merchandise Stores,Miscellaneous General Merchandise,Retail Trade,Trade: General Merchandise
54,5411,Food Stores,Grocery Stores,Retail Trade,Consumable Goods: Food & Perishable
54,5421,Food Stores,Meat and Fish Markets,Retail Trade,Consumable Goods: Food & Perishable
54,5431,Food Stores,Fruit and Vegetable Markets,Retail Trade,Consumable Goods: Food & Perishable
54,5441,Food Stores,"Candy, Nut, and Confectionery Stores",Retail Trade,Consumable Goods: Food & Perishable
54,5451,Food Stores,Dairy Products Stores,Retail Trade,Consumable Goods: Food & Perishable
54,5461,Food Stores,Retail Bakeries,Retail Trade,Consumable Goods: Food & Perishable
54,5499,Food Stores,Miscellaneous Food Stores,Retail Trade,Consumable Goods: Food & Perishable
55,5511,Automotive Dealers and Gasoline Service Stations,New and Used Car Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5521,Automotive Dealers and Gasoline Service Stations,Used Car Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5531,Automotive Dealers and Gasoline Service Stations,Auto and Home Supply Stores,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5541,Automotive Dealers and Gasoline Service Stations,Gasoline Service Stations,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5551,Automotive Dealers and Gasoline Service Stations,Boat Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5561,Automotive Dealers and Gasoline Service Stations,Recreational Vehicle Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5571,Automotive Dealers and Gasoline Service Stations,Motorcycle Dealers,Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
55,5599,Automotive Dealers and Gasoline Service Stations,"Automotive Dealers, NEC",Retail Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
56,5611,Apparel and Accessory Stores,Men's and Boys' Clothing Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5621,Apparel and Accessory Stores,Women's Clothing Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5632,Apparel and Accessory Stores,Women's Accessory and Specialty Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5641,Apparel and Accessory Stores,Children's and Infants' Wear Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5651,Apparel and Accessory Stores,Family Clothing Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5661,Apparel and Accessory Stores,Shoe Stores,Retail Trade,Finished Goods: Apparel & Accessories
56,5699,Apparel and Accessory Stores,Miscellaneous Apparel and Accessories,Retail Trade,Finished Goods: Apparel & Accessories
57,5712,"Home Furniture, Furnishings and Equipment Stores",Furniture Stores,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
57,5713,"Home Furniture, Furnishings and Equipment Stores",Floor Covering Stores,Retail Trade,Construction Materials
57,5714,"Home Furniture, Furnishings and Equipment Stores",Drapery and Upholstery Stores,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
57,5719,"Home Furniture, Furnishings and Equipment Stores",Miscellaneous Homefurnishings,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
57,5722,"Home Furniture, Furnishings and Equipment Stores",Household Appliance Stores,Retail Trade,Finished Goods: Heavy Equipment
57,5731,"Home Furniture, Furnishings and Equipment Stores","Radio, Television, and Electronic Stores",Retail Trade,Finished Goods: Electronics & Computing
57,5734,"Home Furniture, Furnishings and Equipment Stores",Computer and Software Stores,Retail Trade,Finished Goods: Electronics & Computing
57,5735,"Home Furniture, Furnishings and Equipment Stores",Record and Prerecorded Tape Stores,Retail Trade,Finished Goods: Electronics & Computing
57,5736,"Home Furniture, Furnishings and Equipment Stores",Musical Instrument Stores,Retail Trade,Finished Goods: Specialized Products
58,5812,Eating and Drinking Places,Eating Places,In-Person Industries,Hospitality: Eating and Drinking Places
58,5813,Eating and Drinking Places,Drinking Places,In-Person Industries,Hospitality: Eating and Drinking Places
59,5912,Miscellaneous Retail,Drug Stores and Proprietary Stores,Retail Trade,Chemical/Pharma/Petrochem & Allied Products
59,5921,Miscellaneous Retail,Liquor Stores,Retail Trade,Consumable Goods: Alcohol & Tobacco
59,5932,Miscellaneous Retail,Used Merchandise Stores,Retail Trade,Trade: General Merchandise
59,5941,Miscellaneous Retail,Sporting Goods Stores and Bicycle Shops,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5942,Miscellaneous Retail,Book Stores,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5943,Miscellaneous Retail,Stationery Stores,Retail Trade,"Print Material, Paper/Stationery & Associated"
59,5944,Miscellaneous Retail,Jewelry Stores,Retail Trade,Finished Goods: Luxury Goods
59,5945,Miscellaneous Retail,"Hobby, Toy, and Game Shops",Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5946,Miscellaneous Retail,Camera and Photographic Supply Stores,Retail Trade,Finished Goods: Electronics & Computing
59,5947,Miscellaneous Retail,"Gift, Novelty, and Souvenir Shops",Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5948,Miscellaneous Retail,Luggage and Leather Goods Stores,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5949,Miscellaneous Retail,"Sewing, Needlework, and Piece Goods Stores",Retail Trade,Finished Goods: Specialized Products
59,5961,Miscellaneous Retail,Catalog and Mail-Order Houses,Retail Trade,Trade: General Merchandise
59,5962,Miscellaneous Retail,Automatic Merchandising Machine Operators,Retail Trade,Trade: General Merchandise
59,5963,Miscellaneous Retail,Direct Selling Establishments,Retail Trade,Trade: General Merchandise
59,5983,Miscellaneous Retail,Fuel Oil Dealers,Retail Trade,Raw Materials & Fuels
59,5984,Miscellaneous Retail,Liquefied Petroleum Gas (Bottled Gas) Dealers,Retail Trade,Raw Materials & Fuels
59,5989,Miscellaneous Retail,"Fuel Dealers, NEC",Retail Trade,Raw Materials & Fuels
59,5992,Miscellaneous Retail,Florists,Retail Trade,Finished Goods: Home Goods/Decor & Recreation
59,5993,Miscellaneous Retail,Tobacco Stores and Stands,Retail Trade,Consumable Goods: Alcohol & Tobacco
59,5994,Miscellaneous Retail,News Dealers and Newsstands,Retail Trade,"Print Material, Paper/Stationery & Associated"
59,5995,Miscellaneous Retail,Optical Goods Stores,Retail Trade,Finished Goods: Precision Equipment
59,5999,Miscellaneous Retail,"Miscellaneous Retail Stores, NEC",Retail Trade,Trade: General Merchandise
60,6011,Depository Institutions,Federal Reserve Banks,Financial Services,Other Financial
60,6019,Depository Institutions,"Central Reserve Depository, NEC",Financial Services,Other Financial
60,6021,Depository Institutions,National Commercial Banks,Financial Services,Commercial Bank
60,6022,Depository Institutions,State Commercial Banks,Financial Services,Commercial Bank
60,6029,Depository Institutions,"Commercial Banks, NEC",Financial Services,Commercial Bank
60,6035,Depository Institutions,Federal Savings Institutions,Financial Services,Savings & Loan Assoc/Fed Home Loan Bank
60,6036,Depository Institutions,"Savings Institutions, Except Federal",Financial Services,Savings & Loan Assoc/Fed Home Loan Bank
60,6061,Depository Institutions,Federal Credit Unions,Financial Services,Credit Union
60,6062,Depository Institutions,State Credit Unions,Financial Services,Credit Union
60,6081,Depository Institutions,Foreign Bank and Branches and Agencies,Financial Services,Commercial Bank
60,6082,Depository Institutions,Foreign Trade and International Banks,Financial Services,Investment Bank/Brokerage
60,6091,Depository Institutions,Nondeposit Trust Facilities,Financial Services,Trusts
60,6099,Depository Institutions,Functions Related To Depository Banking,Financial Services,Savings Bank
61,6111,Nondepository Credit Institutions,Federal and Federally Sponsored Credit,Financial Services,Savings Bank
61,6141,Nondepository Credit Institutions,Personal Credit Institutions,Financial Services,Savings Bank
61,6153,Nondepository Credit Institutions,Short-term Business Credit,Financial Services,Small Loan Company
61,6159,Nondepository Credit Institutions,Miscellaneous Business Credit,Financial Services,Investment Bank/Brokerage
61,6162,Nondepository Credit Institutions,Mortgage Bankers and Correspondents,Financial Services,Investment Bank/Brokerage
61,6163,Nondepository Credit Institutions,Loan Brokers,Financial Services,Investment Bank/Brokerage
62,6211,"Security & Commodity Brokers, Dealers, Exchanges & Services",Security Brokers and Dealers,Financial Services,Investment Bank/Brokerage
62,6221,"Security & Commodity Brokers, Dealers, Exchanges & Services","Commodity Contracts Brokers, Dealers",Financial Services,Investment Bank/Brokerage
62,6231,"Security & Commodity Brokers, Dealers, Exchanges & Services",Security and Commodity Exchanges,Financial Services,Finance Company
62,6282,"Security & Commodity Brokers, Dealers, Exchanges & Services",Investment Advice,Financial Services,Investment Bank/Brokerage
62,6289,"Security & Commodity Brokers, Dealers, Exchanges & Services",Security and Commodity Service,Financial Services,Investment Bank/Brokerage
63,6311,Insurance Carriers,Life Insurance,Financial Services,Insurance Company
63,6321,Insurance Carriers,Accident and Health Insurance,Financial Services,Insurance Company
63,6324,Insurance Carriers,Hospital and Medical Service Plans,Financial Services,Insurance Company
63,6331,Insurance Carriers,"Fire, Marine, and Casualty Insurance",Financial Services,Insurance Company
63,6351,Insurance Carriers,Surety Insurance,Financial Services,Insurance Company
63,6361,Insurance Carriers,Title Insurance,Financial Services,Insurance Company
63,6371,Insurance Carriers,"Pension, Health, and Welfare Funds",Financial Services,Insurance Company
63,6399,Insurance Carriers,"Insurance Carriers, NEC",Financial Services,Insurance Company
64,6411,"Insurance Agents, Brokers and Service","Insurance Agents, Brokers, and Service",Skilled Services,Professional Services: Insurance Brokerage/Services
65,6512,Real Estate,Nonresidential Building Operators,In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
65,6513,Real Estate,Apartment Building Operators,In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
65,6514,Real Estate,"Dwelling Operators, Except Apartments",In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
65,6515,Real Estate,Mobile Home Site Operators,In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
65,6517,Real Estate,Railroad Property Lessors,In-Person Industries,"Transportation: Airports, Marinas, Depots & Associated"
65,6519,Real Estate,"Real Property Lessors, NEC",Skilled Services,Professional Services: Real Estate Agency & Services
65,6531,Real Estate,Real Estate Agents and Managers,Skilled Services,Professional Services: Real Estate Agency & Services
65,6541,Real Estate,Title abstract Offices,Skilled Services,Professional Services: Real Estate Agency & Services
65,6552,Real Estate,"Subdividers and Developers, NEC",Skilled Services,Professional Services: Real Estate Agency & Services
65,6553,Real Estate,Cemetery Subdividers and Developers,In-Person Industries,Funereal Services
67,6712,Holding and Other Investment Offices,Offices of Bank Holding Companies,Financial Services,Investment Bank/Brokerage
67,6719,Holding and Other Investment Offices,"Offices of Holding Companies, NEC",Financial Services,Investment Bank/Brokerage
67,6722,Holding and Other Investment Offices,"Management Investment Offices, Open-End",Financial Services,Investment Bank/Brokerage
67,6726,Holding and Other Investment Offices,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",Financial Services,Trusts
67,6732,Holding and Other Investment Offices,"Educational, Religious, and Charitable Trusts",Skilled Services,Public Administration & Social Services
67,6733,Holding and Other Investment Offices,"Trusts, Except Educational, Religious, and Charitable",Financial Services,Trusts
67,6792,Holding and Other Investment Offices,Oil Royalty Traders,Financial Services,Other Financial
67,6794,Holding and Other Investment Offices,Patent Owners and Lessors,Financial Services,Other Financial
67,6798,Holding and Other Investment Offices,Real Estate Investment Trusts,Financial Services,Trusts
67,6799,Holding and Other Investment Offices,"Investors, NEC",Financial Services,Other Financial
70,7011,"Hotels, Rooming Houses, Camps, and Other Lodging Places",Hotels and Motels,In-Person Industries,Hospitality: Hotels & Temporary Lodging (excl Casinos)
70,7021,"Hotels, Rooming Houses, Camps, and Other Lodging Places",Rooming and Boarding Houses,In-Person Industries,Hospitality: Hotels & Temporary Lodging (excl Casinos)
70,7032,"Hotels, Rooming Houses, Camps, and Other Lodging Places",Sporting and Recreational Camps,In-Person Industries,Hospitality: Hotels & Temporary Lodging (excl Casinos)
70,7033,"Hotels, Rooming Houses, Camps, and Other Lodging Places",Trailer Parks and Campsites,In-Person Industries,Hospitality: Hotels & Temporary Lodging (excl Casinos)
70,7041,"Hotels, Rooming Houses, Camps, and Other Lodging Places",Membership-basis Organization Hotels,In-Person Industries,Hospitality: Hotels & Temporary Lodging (excl Casinos)
72,7211,Personal Services,"Power Laundries, Family and Commercial",In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7212,Personal Services,Garment Pressing and Cleaners' Agents,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7213,Personal Services,Linen Supply,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7215,Personal Services,Coin-operated Laundries and Cleaning,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7216,Personal Services,"Drycleaning Plants, Except Rugs",In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7217,Personal Services,Carpet and Upholstery Cleaning,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7218,Personal Services,Industrial Launderers,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7219,Personal Services,"Laundry and Garment Services, NEC",In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7221,Personal Services,"Photographic Studios, Portrait",Skilled Services,Other Services: Photography & Graphics
72,7231,Personal Services,Beauty Shops,In-Person Industries,Personal: Hair & Beauty
72,7241,Personal Services,Barber Shops,In-Person Industries,Personal: Hair & Beauty
72,7251,Personal Services,Shoe Repair and Shoeshine Parlors,In-Person Industries,"Personal: Laundry, Dry Cleaning & Associated"
72,7261,Personal Services,Funeral Service and Crematories,In-Person Industries,Funereal Services
72,7291,Personal Services,Tax Return Preparation Services,Skilled Services,"Professional Services: Accounting, Auditing & Tax Prep"
72,7299,Personal Services,Miscellaneous Personal Services,Skilled Services,Other Services: Misc
73,7311,Business Services,Advertising Agencies,Skilled Services,Other Services: Advertising/PR & Media Services
73,7312,Business Services,Outdoor Advertising Services,Skilled Services,Other Services: Advertising/PR & Media Services
73,7313,Business Services,"Radio, Television, Publisher Representatives",Skilled Services,Other Services: Advertising/PR & Media Services
73,7319,Business Services,"Advertising, NEC",Skilled Services,Other Services: Advertising/PR & Media Services
73,7322,Business Services,Adjustment and Collection Services,Skilled Services,Professional Services: Clerical & Employment Services
73,7323,Business Services,Credit Reporting Services,Skilled Services,Professional Services: Clerical & Employment Services
73,7331,Business Services,Direct Mail Advertising Services,Skilled Services,Professional Services: Clerical & Employment Services
73,7334,Business Services,Photocopying and Duplicating Services,Skilled Services,Other Services: Photography & Graphics
73,7335,Business Services,Commercial Photography,Skilled Services,Other Services: Photography & Graphics
73,7336,Business Services,Commercial Art and Graphic Design,Skilled Services,Other Services: Photography & Graphics
73,7338,Business Services,Secretarial and Court Reporting,Skilled Services,Professional Services: Clerical & Employment Services
73,7342,Business Services,Disinfecting and Pest Control Services,In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
73,7349,Business Services,"Building Maintenance Services, NEC",In-Person Industries,"Building Maintenance, Waste Removal & Pest Control"
73,7352,Business Services,Medical Equipment Rental,In-Person Industries,Goods-Related: Equipment Rental
73,7353,Business Services,Heavy Construction Equipment Rental,In-Person Industries,Goods-Related: Equipment Rental
73,7359,Business Services,"Equipment Rental and Leasing, NEC",In-Person Industries,Goods-Related: Equipment Rental
73,7361,Business Services,Employment Agencies,Skilled Services,Professional Services: Clerical & Employment Services
73,7363,Business Services,Help Supply Services,Skilled Services,Professional Services: Clerical & Employment Services
73,7371,Business Services,Custom Computer Programming Services,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7372,Business Services,Prepackaged Software,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7373,Business Services,Computer Integrated Systems Design,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7374,Business Services,Data Processing and Preparation,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7375,Business Services,Information Retrieval Services,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7376,Business Services,Computer Facilities Management,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7377,Business Services,Computer Rental and Leasing,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7378,Business Services,Computer Maintenance and Repair,Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7379,Business Services,"Computer Related Services, NEC",Skilled Services,Professional Services: Computing Services & Information Mgmt
73,7381,Business Services,Detective and Armored Car Services,In-Person Industries,Armored Car & Security Services
73,7382,Business Services,Security Systems Services,In-Person Industries,Armored Car & Security Services
73,7383,Business Services,News Syndicates,Skilled Services,Other Services: Advertising/PR & Media Services
73,7384,Business Services,Photofinish Laboratories,Skilled Services,Other Services: Photography & Graphics
73,7389,Business Services,"Business Services, NEC",Skilled Services,Other Services: Advertising/PR & Media Services
75,7513,"Automotive Repair, Services and Parking","Truck Rental and Leasing, Without Drivers",In-Person Industries,Transportation: Automotive Services
75,7514,"Automotive Repair, Services and Parking",Passenger Car Rental,In-Person Industries,Transportation: Automotive Services
75,7515,"Automotive Repair, Services and Parking",Passenger Car Leasing,In-Person Industries,Transportation: Automotive Services
75,7519,"Automotive Repair, Services and Parking",Utility Trailer Rental,In-Person Industries,Transportation: Automotive Services
75,7521,"Automotive Repair, Services and Parking",Automobile Parking,In-Person Industries,Transportation: Automotive Services
75,7532,"Automotive Repair, Services and Parking",Top and Body Repair and Paint Shops,In-Person Industries,Transportation: Automotive Services
75,7533,"Automotive Repair, Services and Parking",Auto Exhaust System Repair Shops,In-Person Industries,Transportation: Automotive Services
75,7534,"Automotive Repair, Services and Parking",Tire Retreading and Repair Shops,In-Person Industries,Transportation: Automotive Services
75,7536,"Automotive Repair, Services and Parking",Automotive Glass Replacement Shops,In-Person Industries,Transportation: Automotive Services
75,7537,"Automotive Repair, Services and Parking",Automotive Transmission Repair Shops,In-Person Industries,Transportation: Automotive Services
75,7538,"Automotive Repair, Services and Parking",General Automotive Repair Shops,In-Person Industries,Transportation: Automotive Services
75,7539,"Automotive Repair, Services and Parking","Automotive Repair Shops, NEC",In-Person Industries,Transportation: Automotive Services
75,7542,"Automotive Repair, Services and Parking",Carwashes,In-Person Industries,Transportation: Automotive Services
75,7549,"Automotive Repair, Services and Parking","Automotive Services, NEC",In-Person Industries,Transportation: Automotive Services
76,7622,Miscellaneous Repair Services,Radio and Television Repair,In-Person Industries,Goods-Related: Appliance & Large Item Repair
76,7623,Miscellaneous Repair Services,Refrigeration Service and Repair,In-Person Industries,Goods-Related: Appliance & Large Item Repair
76,7629,Miscellaneous Repair Services,Electrical Repair Shops,In-Person Industries,Goods-Related: Precision Repair
76,7631,Miscellaneous Repair Services,"Watch, Clock, and Jewelry Repair",In-Person Industries,Goods-Related: Precision Repair
76,7641,Miscellaneous Repair Services,Reupholstery and Furniture Repair,In-Person Industries,Goods-Related: Appliance & Large Item Repair
76,7692,Miscellaneous Repair Services,Welding Repair,In-Person Industries,Goods-Related: Appliance & Large Item Repair
76,7694,Miscellaneous Repair Services,Armature Rewinding Shops,In-Person Industries,Goods-Related: Precision Repair
76,7699,Miscellaneous Repair Services,"Repair Services, NEC",In-Person Industries,Goods-Related: Precision Repair
78,7812,Motion Pictures,Motion Picture and Video Production,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7819,Motion Pictures,Services Allied To Motion Pictures,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7822,Motion Pictures,Motion Picture and Tape Distribution,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7829,Motion Pictures,Motion Picture Distribution Services,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7832,Motion Pictures,"Motion Picture Theaters, Except Drive-in",In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7833,Motion Pictures,Drive-in Motion Picture Theaters,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
78,7841,Motion Pictures,Video Tape Rental,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7911,Amusement and Recreation Services,"Dance Studios, Schools, and Halls",In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7922,Amusement and Recreation Services,Theatrical Producers and Services,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7929,Amusement and Recreation Services,Entertainers and Entertainment Groups,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7933,Amusement and Recreation Services,Bowling Centers,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7941,Amusement and Recreation Services,"Sports Clubs, Managers, and Promoters",In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7948,Amusement and Recreation Services,"Racing, Including Track Operation",In-Person Industries,Hospitality: Casinos & Gambling
79,7991,Amusement and Recreation Services,Physical Fitness Facilities,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7992,Amusement and Recreation Services,Public Golf Courses,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7993,Amusement and Recreation Services,Coin-operated Amusement Devices,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7996,Amusement and Recreation Services,Amusement Parks,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7997,Amusement and Recreation Services,Membership Sports and Recreation Clubs,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
79,7999,Amusement and Recreation Services,"Amusement and Recreation, NEC",In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
80,8011,Health Services,Offices and Clinics of Medical Doctors,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8021,Health Services,Offices and Clinics of Dentists,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8031,Health Services,Offices and Clinics of Osteopathic Physicians,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8041,Health Services,Offices and Clinics of Chiropractors,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8042,Health Services,Offices and Clinics of Optometrists,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8043,Health Services,Offices and Clinics of Podiatrists,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8049,Health Services,Offices of Health Practitioner,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8051,Health Services,Skilled Nursing Care Facilities,Skilled Services,Health Services: Skilled Care
80,8052,Health Services,Intermediate Care Facilities,Skilled Services,Health Services: Skilled Care
80,8059,Health Services,"Nursing and Personal Care, NEC",Skilled Services,Health Services: Skilled Care
80,8062,Health Services,General Medical and Surgical Hospitals,Skilled Services,Health Services: Hospitals
80,8063,Health Services,Psychiatric Hospitals,Skilled Services,Health Services: Hospitals
80,8069,Health Services,"Specialty Hospitals, Except Psychiatric",Skilled Services,Health Services: Hospitals
80,8071,Health Services,Medical Laboratories,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8072,Health Services,Dental Laboratories,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8082,Health Services,Home Health Care Services,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8092,Health Services,Kidney Dialysis Centers,Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8093,Health Services,"Specialty Outpatient Clinics, NEC",Skilled Services,"Health Services: Offices, Clinics & Labs"
80,8099,Health Services,"Health and Allied Services, NEC",Skilled Services,"Health Services: Offices, Clinics & Labs"
81,8111,Legal Services,Legal Services,Skilled Services,"Professional Services: Consulting, Legal, Logistics & Research"
82,8211,Educational Services,Elementary and Secondary Schools,Skilled Services,Education: Grade School
82,8221,Educational Services,Colleges and Universities,Skilled Services,Education: Colleges & Universities
82,8222,Educational Services,Junior Colleges,Skilled Services,Education: Colleges & Universities
82,8231,Educational Services,Libraries,Skilled Services,Public Administration & Social Services
82,8243,Educational Services,Data Processing Schools,Skilled Services,Education: Professional training
82,8244,Educational Services,Business and Secretarial Schools,Skilled Services,Education: Professional training
82,8249,Educational Services,"Vocational Schools, NEC",Skilled Services,Education: Professional training
82,8299,Educational Services,Schools and Educational Services,Skilled Services,Education: Professional training
83,8322,Social Services,Individual and Family Services,Skilled Services,Public Administration & Social Services
83,8331,Social Services,Job Training and Related Services,Skilled Services,Public Administration & Social Services
83,8351,Social Services,Child Day Care Services,Skilled Services,Public Administration & Social Services
83,8361,Social Services,Residential Care,Skilled Services,Public Administration & Social Services
83,8399,Social Services,"Social Services, NEC",Skilled Services,Public Administration & Social Services
84,8412,"Museums, Art Galleries and Botanical and Zoological Gardens",Museums and Art Galleries,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
84,8422,"Museums, Art Galleries and Botanical and Zoological Gardens",Botanical and Zoological Gardens,In-Person Industries,Hospitality: Entertainment & Recreation (excl Gambling)
86,8611,Membership Organizations,Business Associations,Skilled Services,Membership Organizations
86,8621,Membership Organizations,Professional Organizations,Skilled Services,Membership Organizations
86,8631,Membership Organizations,Labor Organizations,Skilled Services,Membership Organizations
86,8641,Membership Organizations,Civic and Social Associations,Skilled Services,Membership Organizations
86,8651,Membership Organizations,Political Organizations,Skilled Services,Membership Organizations
86,8661,Membership Organizations,Religious Organizations,Skilled Services,Membership Organizations
86,8699,Membership Organizations,"Membership Organizations, NEC",Skilled Services,Membership Organizations
87,8711,"Engineering, Accounting, Research, Management & Related Svcs",Engineering Services,Skilled Services,"Professional Services: Architects, Engineers & Surveyors"
