rp,curve,loss
rp_200,Nat Cat General - Hail,3.527432489486330
rp_250,Nat Cat General - Hail,3.768680226703200
rp_500,Nat Cat General - Hail,4.648066386931690
rp_1000,Nat Cat General - Hail,5.793088790264170
rp_5,Nat Cat General - Wildfire,1.00
rp_10,Nat Cat General - Wildfire,1.416045981702550
rp_25,Nat Cat General - Wildfire,2.482070992755840
rp_50,Nat Cat General - Wildfire,3.651736217392780
rp_100,Nat Cat General - Wildfire,4.868550828146790
rp_200,Nat Cat General - Wildfire,6.715210468319560
rp_250,Nat Cat General - Wildfire,7.638540285004930
rp_500,Nat Cat General - Wildfire,9.262184130871000
rp_1000,Nat Cat General - Wildfire,12.509471822603100
rp_5,Nat Cat General - Flood,1.00
rp_10,Nat Cat General - Flood,2.090339875016110
rp_25,Nat Cat General - Flood,4.150695802386170
rp_50,Nat Cat General - Flood,6.171790464380740
rp_100,Nat Cat General - Flood,9.054479008149300
rp_200,Nat Cat General - Flood,12.996878922232200
rp_250,Nat Cat General - Flood,14.529978564059200
rp_500,Nat Cat General - Flood,19.427833226790700
rp_1000,Nat Cat General - Flood,24.307912376274400
rp_5,Nat Cat General - SRCC,1.00
rp_10,Nat Cat General - SRCC,1.35080499801711
rp_25,Nat Cat General - SRCC,1.87995660898848
rp_50,Nat Cat General - SRCC,2.340842475064280
rp_100,Nat Cat General - SRCC,2.879382922116320
rp_200,Nat Cat General - SRCC,3.527432489486330
rp_250,Nat Cat General - SRCC,3.768680226703200
rp_500,Nat Cat General - SRCC,4.648066386931690
rp_1000,Nat Cat General - SRCC,5.793088790264170
rp_5,Nat Cat General - Freeze,1.00
rp_10,Nat Cat General - Freeze,1.35080499801711
rp_25,Nat Cat General - Freeze,1.87995660898848
rp_50,Nat Cat General - Freeze,2.340842475064280
rp_100,Nat Cat General - Freeze,2.879382922116320
rp_200,Nat Cat General - Freeze,3.527432489486330
rp_250,Nat Cat General - Freeze,3.768680226703200
rp_500,Nat Cat General - Freeze,4.648066386931690
rp_1000,Nat Cat General - Freeze,5.793088790264170
