SICCode,SICClass,Class,SuperClass,MacroDescription,SectorName,SectorID,F5Adj,UWComment,UWMessage,RegLevel,NONSCALevel,FrequencyGroup,SICCombined
7510,"AUTOMOTIVE RENTALS, NO DRIVERS","AUTOMOTIVE RENTALS, NO DRIVERS","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"AUTOMOTIVE RENTALS, NO DRIVERS (7510)"
7513,"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS","AUTOMOTIVE RENTALS, NO DRIVERS","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS (7513)"
7514,PASSENGER CAR RENTAL,"AUTOMOTIVE RENTALS, NO DRIVERS","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,PASSENGER CAR RENTAL (7514)
7515,PASSENGER CAR LEASING,"AUTOMOTIVE RENTALS, NO DRIVERS","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,PASSENGER CAR LEASING (7515)
7519,UTILITY TRAILER RENTAL,"AUTOMOTIVE RENTALS, NO DRIVERS","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,UTILITY TRAILER RENTAL (7519)
7521,AUTOMOBILE PARKING,AUTOMOBILE PARKING,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AUTOMOBILE PARKING (7521)
7532,TOP AND BODY REPAIR AND PAINT SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,TOP AND BODY REPAIR AND PAINT SHOPS (7532)
7533,AUTO EXHAUST SYSTEM REPAIR SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AUTO EXHAUST SYSTEM REPAIR SHOPS (7533)
7534,TIRE RETREADING AND REPAIR SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,TIRE RETREADING AND REPAIR SHOPS (7534)
7536,AUTOMOTIVE GLASS REPLACEMENT SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AUTOMOTIVE GLASS REPLACEMENT SHOPS (7536)
7537,AUTOMOTIVE TRANSMISSION REPAIR SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AUTOMOTIVE TRANSMISSION REPAIR SHOPS (7537)
7538,GENERAL AUTOMOTIVE REPAIR SHOPS,AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,GENERAL AUTOMOTIVE REPAIR SHOPS (7538)
7539,"AUTOMOTIVE REPAIR SHOPS, NEC",AUTOMOTIVE REPAIR SHOPS,"AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"AUTOMOTIVE REPAIR SHOPS, NEC (7539)"
7542,CARWASHES,"AUTOMOTIVE SERVICES, EXCEPT REPAIR","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,CARWASHES (7542)
7549,"AUTOMOTIVE SERVICES, NEC","AUTOMOTIVE SERVICES, EXCEPT REPAIR","AUTO REPAIR, SERVICES, AND PARKING",SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"AUTOMOTIVE SERVICES, NEC (7549)"
7600,MISCELLANEOUS REPAIR SERVICES,MISCELLANEOUS REPAIR SERVICES,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MISCELLANEOUS REPAIR SERVICES (7600)
7622,RADIO AND TELEVISION REPAIR,ELECTRICAL REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,RADIO AND TELEVISION REPAIR (7622)
7623,REFRIGERATION SERVICE AND REPAIR,ELECTRICAL REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,REFRIGERATION SERVICE AND REPAIR (7623)
7629,ELECTRICAL REPAIR SHOPS,ELECTRICAL REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,ELECTRICAL REPAIR SHOPS (7629)
7631,"WATCH, CLOCK, AND JEWELRY REPAIR","WATCH, CLOCK, AND JEWELRY REPAIR",MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"WATCH, CLOCK, AND JEWELRY REPAIR (7631)"
7641,REUPHOLSTERY AND FURNITURE REPAIR,REUPHOLSTERY AND FURNITURE REPAIR,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,REUPHOLSTERY AND FURNITURE REPAIR (7641)
7692,WELDING REPAIR,MISCELLANEOUS REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,WELDING REPAIR (7692)
7694,ARMATURE REWINDING SHOPS,MISCELLANEOUS REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,ARMATURE REWINDING SHOPS (7694)
7699,"REPAIR SERVICES, NEC",MISCELLANEOUS REPAIR SHOPS,MISCELLANEOUS REPAIR SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"REPAIR SERVICES, NEC (7699)"
7812,MOTION PICTURE AND VIDEO PRODUCTION,MOTION PICTURE PRODUCTION & SERVICES,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MOTION PICTURE AND VIDEO PRODUCTION (7812)
7819,SERVICES ALLIED TO MOTION PICTURES,MOTION PICTURE PRODUCTION & SERVICES,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,SERVICES ALLIED TO MOTION PICTURES (7819)
7822,MOTION PICTURE AND TAPE DISTRIBUTION,MOTION PICTURE DISTRIBUTION & SERVICES,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MOTION PICTURE AND TAPE DISTRIBUTION (7822)
7829,MOTION PICTURE DISTRIBUTION SERVICES,MOTION PICTURE DISTRIBUTION & SERVICES,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MOTION PICTURE DISTRIBUTION SERVICES (7829)
7830,MOTION PICTURE THEATERS,MOTION PICTURE THEATERS,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MOTION PICTURE THEATERS (7830)
7832,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN",MOTION PICTURE THEATERS,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN (7832)"
7833,DRIVE-IN MOTION PICTURE THEATERS,MOTION PICTURE THEATERS,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,DRIVE-IN MOTION PICTURE THEATERS (7833)
7841,VIDEO TAPE RENTAL,VIDEO TAPE RENTAL,MOTION PICTURES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,VIDEO TAPE RENTAL (7841)
7900,AMUSEMENT & RECREATION SERVICES,AMUSEMENT & RECREATION SERVICES,AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AMUSEMENT & RECREATION SERVICES (7900)
7911,"DANCE STUDIOS, SCHOOLS, AND HALLS","DANCE STUDIOS, SCHOOLS, AND HALLS",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"DANCE STUDIOS, SCHOOLS, AND HALLS (7911)"
7922,THEATRICAL PRODUCERS AND SERVICES,"PRODUCERS, ORCHESTRAS, ENTERTAINERS",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,THEATRICAL PRODUCERS AND SERVICES (7922)
7929,ENTERTAINERS AND ENTERTAINMENT GROUPS,"PRODUCERS, ORCHESTRAS, ENTERTAINERS",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,ENTERTAINERS AND ENTERTAINMENT GROUPS (7929)
7933,BOWLING CENTERS,BOWLING CENTERS,AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,BOWLING CENTERS (7933)
7941,"SPORTS CLUBS, MANAGERS, AND PROMOTERS",COMMERCIAL SPORTS,AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"SPORTS CLUBS, MANAGERS, AND PROMOTERS (7941)"
7948,"RACING, INCLUDING TRACK OPERATION",COMMERCIAL SPORTS,AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"RACING, INCLUDING TRACK OPERATION (7948)"
7990,"MISC. AMUSEMENT, RECREATION SERVICES","MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"MISC. AMUSEMENT, RECREATION SERVICES (7990)"
7991,PHYSICAL FITNESS FACILITIES,"MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,PHYSICAL FITNESS FACILITIES (7991)
7992,PUBLIC GOLF COURSES,"MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,PUBLIC GOLF COURSES (7992)
7993,COIN-OPERATED AMUSEMENT DEVICES,"MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,COIN-OPERATED AMUSEMENT DEVICES (7993)
7996,AMUSEMENT PARKS,"MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,AMUSEMENT PARKS (7996)
7997,MEMBERSHIP SPORTS AND RECREATION CLUBS,"MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,MEMBERSHIP SPORTS AND RECREATION CLUBS (7997)
7999,"AMUSEMENT AND RECREATION, NEC","MISC. AMUSEMENT, RECREATION SERVICES",AMUSEMENT & RECREATION SERVICES,SERVICES,RETAIL SERVICES,37,0.0405,test,"- Consider a 25% decrease for companies outside of the following sub-sectors: Movies, Entertainment, Casino, Human resource, Employment services 
-  Be aware of opioid, cannabis derived products or addictive drugs for sale 
- Be very careful of companies selling guns/weapons. Refer to NSW/WLI/JS/JWR",1,1,S,"AMUSEMENT AND RECREATION, NEC (7999)"
8000,SERVICES,SERVICES,SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,SERVICES (8000)
8011,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES & CLINICS OF MEDICAL DOCTORS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF MEDICAL DOCTORS (8011)
8021,OFFICES AND CLINICS OF DENTISTS,OFFICES & CLINICS OF DENTISTS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF DENTISTS (8021)
8031,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,OFFICES OF OSTEOPATHIC PHYSICIANS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS (8031)
8041,OFFICES AND CLINICS OF CHIROPRACTORS,OFFICES OF OTHER HEALTH PRACTITIONERS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF CHIROPRACTORS (8041)
8042,OFFICES AND CLINICS OF OPTOMETRISTS,OFFICES OF OTHER HEALTH PRACTITIONERS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF OPTOMETRISTS (8042)
8043,OFFICES AND CLINICS OF PODIATRISTS,OFFICES OF OTHER HEALTH PRACTITIONERS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES AND CLINICS OF PODIATRISTS (8043)
8049,OFFICES OF HEALTH PRACTITIONER,OFFICES OF OTHER HEALTH PRACTITIONERS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,OFFICES OF HEALTH PRACTITIONER (8049)
8050,NURSING AND PERSONAL CARE FACILITIES,NURSING AND PERSONAL CARE FACILITIES,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,NURSING AND PERSONAL CARE FACILITIES (8050)
8051,SKILLED NURSING CARE FACILITIES,NURSING AND PERSONAL CARE FACILITIES,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,SKILLED NURSING CARE FACILITIES (8051)
8052,INTERMEDIATE CARE FACILITIES,NURSING AND PERSONAL CARE FACILITIES,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,INTERMEDIATE CARE FACILITIES (8052)
8059,"NURSING AND PERSONAL CARE, NEC",NURSING AND PERSONAL CARE FACILITIES,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,"NURSING AND PERSONAL CARE, NEC (8059)"
8060,HOSPITALS,HOSPITALS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,HOSPITALS (8060)
8062,GENERAL MEDICAL AND SURGICAL HOSPITALS,HOSPITALS,HEALTH SERVICES,SERVICES,HEALTH SERVICES ,17,0.06831181830964045,test,"-  Increase frequency by 50% for outpatient clinics and 25% for home health 
-   Everything in this sector needs to be agreed by NSW/WLI/JS/JWR 
-  Consult with Healthcare ML team",1,1,S,GENERAL MEDICAL AND SURGICAL HOSPITALS (8062)
